Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Date,Year,Month,Day,Weekday,Temperature Difference,Power [W],Wear Category,RPM_Torque_Ratio,Air_Process_Interaction,Temperature_Wear_Interaction,ToolWear_roll_mean_1_hours,ToolWear_roll_mean_6_hours,ToolWear_roll_mean_12_hours,ToolWear_roll_mean_24_hours
H,299.8,310.2,1537,36.6,191,0,No Failure,2024-03-17 08:30:00,2024,3,17,Sunday,10.399999999999977,5891.23240616622,High,41.994535519125684,92997.96,59248.2,184.25,155.95833333333334,125.95833333333333,117.33333333333333
L,299.8,310.3,1524,34.2,196,0,No Failure,2024-03-17 08:45:00,2024,3,17,Sunday,10.5,5458.36126005362,High,44.561403508771924,93027.94,60818.8,187.0,158.66666666666666,128.5625,117.63541666666667
M,299.8,310.3,1805,23.7,198,0,No Failure,2024-03-17 09:00:00,2024,3,17,Sunday,10.5,4479.987014075067,High,76.16033755274262,93027.94,61439.4,190.25,161.5,131.22916666666666,117.96875
M,299.9,310.4,1367,53.3,201,0,No Failure,2024-03-17 09:15:00,2024,3,17,Sunday,10.5,7630.393347855227,Very High,25.647279549718576,93088.95999999999,62390.399999999994,193.25,164.29166666666666,133.875,118.29166666666667
L,299.8,310.4,1694,30.3,204,0,No Failure,2024-03-17 09:30:00,2024,3,17,Sunday,10.599999999999966,5375.356065683646,Very High,55.90759075907591,93057.92,63321.6,196.5,167.125,136.52083333333334,118.625
L,299.9,310.4,1328,49.9,206,0,No Failure,2024-03-17 09:45:00,2024,3,17,Sunday,10.5,6939.845844504021,Very High,26.613226452905813,93088.95999999999,63942.399999999994,199.75,170.0,139.16666666666666,118.95833333333333
H,299.9,310.5,1549,42.8,208,0,No Failure,2024-03-17 10:00:00,2024,3,17,Sunday,10.600000000000023,6942.987600536193,Very High,36.19158878504673,93118.95,64584.0,202.25,172.875,141.79166666666666,119.28125
L,299.9,310.5,1539,32.8,213,0,No Failure,2024-03-17 10:15:00,2024,3,17,Sunday,10.600000000000023,5286.44436997319,Very High,46.920731707317074,93118.95,66136.5,204.75,175.625,144.39583333333334,119.60416666666667
L,299.8,310.5,1496,38.8,215,0,No Failure,2024-03-17 10:30:00,2024,3,17,Sunday,10.699999999999989,6078.753351206434,Very High,38.55670103092784,93087.90000000001,66757.5,207.75,178.5,147.04166666666666,119.95833333333333
L,299.8,310.4,1579,36.4,0,0,No Failure,2024-03-17 10:45:00,2024,3,17,Sunday,10.599999999999966,6019.143766756032,Very Low,43.37912087912088,93057.92,0.0,210.5,181.375,149.6875,120.30208333333333
L,299.7,310.3,1386,46.6,2,0,No Failure,2024-03-17 11:00:00,2024,3,17,Sunday,10.600000000000023,6763.949396782842,Very Low,29.742489270386265,92996.91,620.6,159.0,175.20833333333334,147.8125,118.375
L,299.7,310.3,1505,37.7,4,0,No Failure,2024-03-17 11:15:00,2024,3,17,Sunday,10.600000000000023,5941.950821045577,Very Low,39.92042440318302,92996.91,1241.2,107.5,169.04166666666666,145.9375,116.41666666666667
M,299.7,310.3,1661,34.5,6,0,No Failure,2024-03-17 11:30:00,2024,3,17,Sunday,10.600000000000023,6001.225284852547,Very Low,48.14492753623188,92996.91,1861.8000000000002,55.25,162.875,144.04166666666666,114.44791666666667
L,299.6,310.2,1468,48.0,9,0,No Failure,2024-03-17 11:45:00,2024,3,17,Sunday,10.599999999999966,7379.356568364611,Very Low,30.583333333333332,92935.92,2791.7999999999997,3.0,156.70833333333334,142.14583333333334,112.47916666666667
L,299.6,310.1,1384,49.8,11,0,No Failure,2024-03-17 12:00:00,2024,3,17,Sunday,10.5,7217.995978552279,Very Low,27.79116465863454,92905.96000000002,3411.1000000000004,5.25,150.45833333333334,140.27083333333334,110.52083333333333
L,299.6,310.2,1381,60.5,13,0,No Failure,2024-03-17 12:15:00,2024,3,17,Sunday,10.599999999999966,8749.842912198392,Very Low,22.826446280991735,92935.92,4032.6,7.5,144.20833333333334,138.375,108.5625
L,299.6,310.2,1469,47.0,15,0,No Failure,2024-03-17 12:30:00,2024,3,17,Sunday,10.599999999999966,7230.5420576407505,Very Low,31.25531914893617,92935.92,4653.0,9.75,137.83333333333334,136.41666666666666,106.59375
L,299.6,310.2,1627,36.6,17,0,No Failure,2024-03-17 12:45:00,2024,3,17,Sunday,10.599999999999966,6236.19721849866,Very Low,44.4535519125683,92935.92,5273.4,12.0,131.45833333333334,134.45833333333334,104.625
H,299.7,310.3,1462,40.4,19,0,No Failure,2024-03-17 13:00:00,2024,3,17,Sunday,10.600000000000023,6185.573056300268,Very Low,36.18811881188119,92996.91,5895.7,14.0,124.95833333333333,132.5,102.65625
L,299.7,310.2,1633,36.5,24,0,No Failure,2024-03-17 13:15:00,2024,3,17,Sunday,10.5,6242.093247319035,Very Low,44.73972602739726,92966.93999999999,7444.799999999999,16.0,118.45833333333333,130.54166666666666,100.67708333333333
L,299.7,310.2,1469,39.5,26,0,No Failure,2024-03-17 13:30:00,2024,3,17,Sunday,10.5,6076.732154825737,Very Low,37.18987341772152,92966.93999999999,8065.2,18.75,112.04166666666667,128.64583333333334,98.71875
L,299.7,310.2,1458,43.4,28,0,No Failure,2024-03-17 13:45:00,2024,3,17,Sunday,10.5,6626.717493297587,Very Low,33.594470046082954,92966.93999999999,8685.6,21.5,105.625,126.75,96.72916666666667
M,299.7,310.2,1440,42.8,30,0,No Failure,2024-03-17 14:00:00,2024,3,17,Sunday,10.5,6454.423592493297,Very Low,33.64485981308412,92966.93999999999,9306.0,24.25,99.16666666666667,124.85416666666667,94.73958333333333
L,299.8,310.3,1687,30.4,33,0,No Failure,2024-03-17 14:15:00,2024,3,17,Sunday,10.5,5370.810991957104,Very Low,55.49342105263158,93027.94,10239.9,27.0,92.66666666666667,122.95833333333333,92.75
M,299.7,310.3,1429,47.7,35,0,No Failure,2024-03-17 14:30:00,2024,3,17,Sunday,10.600000000000023,7138.415298257373,Very Low,29.958071278825994,92996.91,10860.5,29.25,86.20833333333333,121.08333333333333,93.09375
L,299.6,310.2,1588,34.1,38,0,No Failure,2024-03-17 14:45:00,2024,3,17,Sunday,10.599999999999966,5670.953418230563,Very Low,46.56891495601173,92935.92,11787.6,31.5,79.70833333333333,119.1875,93.40625
L,299.6,310.2,1333,51.2,40,0,No Failure,2024-03-17 15:00:00,2024,3,17,Sunday,10.599999999999966,7147.45308310992,Very Low,26.03515625,92935.92,12408.0,34.0,73.125,117.3125,93.72916666666667
L,299.6,310.1,1487,42.9,42,0,No Failure,2024-03-17 15:15:00,2024,3,17,Sunday,10.5,6680.661444369973,Very Low,34.66200466200466,92905.96000000002,13024.2,36.5,66.54166666666667,115.41666666666667,94.05208333333333
M,299.5,310.1,1659,31.5,44,0,No Failure,2024-03-17 15:30:00,2024,3,17,Sunday,10.600000000000023,5472.781920241287,Very Low,52.666666666666664,92874.95000000001,13644.400000000001,38.75,59.916666666666664,113.52083333333333,94.34375
M,299.4,310.0,1512,43.2,47,0,No Failure,2024-03-17 15:45:00,2024,3,17,Sunday,10.600000000000023,6840.482573726542,Very Low,35.0,92814.0,14570.0,41.0,53.25,111.625,94.63541666666667
L,299.5,310.1,1585,35.2,50,0,No Failure,2024-03-17 16:00:00,2024,3,17,Sunday,10.600000000000023,5842.828418230564,Very Low,45.028409090909086,92874.95000000001,15505.000000000002,43.25,46.625,109.75,94.92708333333333
L,299.5,310.0,1502,38.5,52,0,No Failure,2024-03-17 16:15:00,2024,3,17,Sunday,10.5,6055.944202412868,Low,39.01298701298701,92845.0,16120.0,45.75,40.041666666666664,107.83333333333333,95.22916666666667
L,299.5,310.0,1594,35.1,54,0,No Failure,2024-03-17 16:30:00,2024,3,17,Sunday,10.5,5859.312164879357,Low,45.41310541310541,92845.0,16740.0,48.25,33.333333333333336,105.91666666666667,95.52083333333333
L,299.5,310.0,1412,48.9,56,0,No Failure,2024-03-17 16:45:00,2024,3,17,Sunday,10.5,7230.9400134048265,Low,28.87525562372188,92845.0,17360.0,50.75,26.625,104.0,95.8125
L,299.5,309.9,1402,51.7,58,0,No Failure,2024-03-17 17:00:00,2024,3,17,Sunday,10.399999999999977,7590.838639410189,Low,27.11798839458414,92815.04999999999,17974.199999999997,53.0,28.958333333333332,102.08333333333333,96.10416666666667
L,299.6,310.1,2057,20.4,60,0,No Failure,2024-03-17 17:15:00,2024,3,17,Sunday,10.5,4394.562667560322,Low,100.83333333333334,92905.96000000002,18606.0,55.0,31.291666666666668,100.16666666666667,96.39583333333333
H,299.6,310.1,1531,36.8,62,0,No Failure,2024-03-17 17:30:00,2024,3,17,Sunday,10.5,5900.301608579088,Low,41.60326086956522,92905.96000000002,19226.2,57.0,33.625,98.25,96.6875
M,299.5,310.1,1359,61.1,67,0,No Failure,2024-03-17 17:45:00,2024,3,17,Sunday,10.600000000000023,8695.84659852547,Low,22.242225859247135,92874.95000000001,20776.7,59.0,35.958333333333336,96.33333333333333,96.96875
M,299.6,310.2,1620,30.0,70,0,No Failure,2024-03-17 18:00:00,2024,3,17,Sunday,10.599999999999966,5089.644772117963,Low,54.0,92935.92,21714.0,61.75,38.375,94.41666666666667,97.28125
M,299.6,310.1,1646,29.6,73,0,No Failure,2024-03-17 18:15:00,2024,3,17,Sunday,10.5,5102.379356568365,Low,55.608108108108105,92905.96000000002,22637.300000000003,64.75,40.833333333333336,92.52083333333333,97.59375
M,299.6,310.1,1455,46.1,76,0,No Failure,2024-03-17 18:30:00,2024,3,17,Sunday,10.5,7024.495224530831,Low,31.56182212581345,92905.96000000002,23567.600000000002,68.0,43.333333333333336,90.58333333333333,97.91666666666667
L,299.6,310.2,1512,44.0,79,0,No Failure,2024-03-17 18:45:00,2024,3,17,Sunday,10.599999999999966,6967.1581769437,Low,34.36363636363637,92935.92,24505.8,71.5,45.875,88.66666666666667,98.23958333333333
L,299.6,310.2,1473,42.7,81,0,No Failure,2024-03-17 19:00:00,2024,3,17,Sunday,10.599999999999966,6586.911444369974,Low,34.49648711943794,92935.92,25126.2,74.5,48.458333333333336,86.70833333333333,98.5625
L,299.6,310.1,1553,38.0,83,0,No Failure,2024-03-17 19:15:00,2024,3,17,Sunday,10.5,6180.2530160857905,Low,40.86842105263158,92905.96000000002,25738.300000000003,77.25,51.041666666666664,84.75,98.88541666666667
L,299.5,310.0,1379,50.4,85,0,No Failure,2024-03-17 19:30:00,2024,3,17,Sunday,10.5,7278.569034852546,Low,27.36111111111111,92845.0,26350.0,79.75,53.5,82.77083333333333,99.19791666666667
M,299.4,309.9,1567,40.6,87,0,No Failure,2024-03-17 19:45:00,2024,3,17,Sunday,10.5,6662.638237265416,Low,38.59605911330049,92784.05999999998,26961.3,82.0,55.958333333333336,80.79166666666667,99.51041666666667
L,299.5,310.0,1481,43.1,90,0,No Failure,2024-03-17 20:00:00,2024,3,17,Sunday,10.5,6684.724782171582,Low,34.361948955916475,92845.0,27900.0,84.0,58.416666666666664,78.79166666666667,99.79166666666667
L,299.5,310.0,1349,52.7,92,0,No Failure,2024-03-17 20:15:00,2024,3,17,Sunday,10.5,7445.155412198392,Low,25.597722960151803,92845.0,28520.0,86.25,60.916666666666664,76.79166666666667,100.08333333333333
L,299.5,310.0,1388,52.4,94,0,No Failure,2024-03-17 20:30:00,2024,3,17,Sunday,10.5,7616.789544235925,Low,26.48854961832061,92845.0,29140.0,88.5,63.375,74.79166666666667,100.375
M,299.6,310.1,1357,48.7,96,0,No Failure,2024-03-17 20:45:00,2024,3,17,Sunday,10.5,6920.859165549598,Low,27.86447638603696,92905.96000000002,29769.600000000002,90.75,65.83333333333333,72.77083333333333,100.66666666666667
L,299.6,310.2,1743,24.8,99,0,No Failure,2024-03-17 21:00:00,2024,3,17,Sunday,10.599999999999966,4526.893431635389,Low,70.28225806451613,92935.92,30709.8,93.0,68.25,70.6875,100.95833333333333
L,299.7,310.3,1495,43.1,101,0,No Failure,2024-03-17 21:15:00,2024,3,17,Sunday,10.600000000000023,6747.91596849866,Medium,34.68677494199536,92996.91,31340.300000000003,95.25,70.70833333333333,68.625,101.25
L,299.8,310.4,1698,28.3,103,0,No Failure,2024-03-17 21:30:00,2024,3,17,Sunday,10.599999999999966,5032.401977211796,Medium,60.0,93057.92,31971.199999999997,97.5,73.16666666666667,66.54166666666667,101.53125
M,299.7,310.4,1410,44.5,105,0,No Failure,2024-03-17 21:45:00,2024,3,17,Sunday,10.699999999999989,6570.9827412868635,Medium,31.685393258426966,93026.87999999999,32591.999999999996,99.75,75.625,64.4375,101.80208333333333
L,299.7,310.4,1614,36.2,108,0,No Failure,2024-03-17 22:00:00,2024,3,17,Sunday,10.699999999999989,6118.758378016086,Medium,44.58563535911602,93026.87999999999,33523.2,102.0,78.04166666666667,62.333333333333336,102.0625
M,299.8,310.5,1375,53.9,110,0,No Failure,2024-03-17 22:15:00,2024,3,17,Sunday,10.699999999999989,7761.4464644772115,Medium,25.510204081632654,93087.90000000001,34155.0,104.25,80.45833333333333,60.25,102.32291666666667
M,299.8,310.6,1574,31.8,113,0,No Failure,2024-03-17 22:30:00,2024,3,17,Sunday,10.800000000000011,5241.831434316355,Medium,49.496855345911946,93117.88,35097.8,106.5,82.875,58.104166666666664,102.57291666666667
H,299.8,310.6,1423,44.6,116,0,No Failure,2024-03-17 22:45:00,2024,3,17,Sunday,10.800000000000011,6646.468666219839,Medium,31.905829596412556,93117.88,36029.600000000006,109.0,85.33333333333333,55.979166666666664,102.83333333333333
M,299.8,310.6,1694,31.3,121,0,No Failure,2024-03-17 23:00:00,2024,3,17,Sunday,10.800000000000011,5552.760556300269,Medium,54.12140575079872,93117.88,37582.600000000006,111.75,87.83333333333333,58.395833333333336,103.10416666666667
L,299.8,310.6,1707,32.5,124,0,No Failure,2024-03-17 23:15:00,2024,3,17,Sunday,10.800000000000011,5809.892342493297,Medium,52.52307692307692,93117.88,38514.4,115.0,90.45833333333333,60.875,103.40625
M,299.7,310.5,1490,41.2,126,0,No Failure,2024-03-17 23:30:00,2024,3,17,Sunday,10.800000000000011,6428.870643431636,Medium,36.165048543689316,93056.84999999999,39123.0,118.5,93.125,63.375,103.70833333333333
L,299.7,310.6,1675,31.3,129,0,No Failure,2024-03-17 23:45:00,2024,3,17,Sunday,10.900000000000034,5490.48047922252,Medium,53.51437699680511,93086.82,40067.4,121.75,95.79166666666667,65.875,104.01041666666667
M,299.7,310.5,1492,39.3,131,0,No Failure,2024-03-18 00:00:00,2024,3,18,Monday,10.800000000000011,6140.625,Medium,37.964376590330794,93056.84999999999,40675.5,125.0,98.375,68.375,104.32291666666667
M,299.7,310.5,1594,35.4,134,0,No Failure,2024-03-18 00:15:00,2024,3,18,Monday,10.800000000000011,5909.3917560321715,Medium,45.02824858757062,93056.84999999999,41607.0,127.5,100.91666666666667,70.875,104.625
L,299.7,310.6,1479,38.0,137,0,No Failure,2024-03-18 00:30:00,2024,3,18,Monday,10.900000000000034,5885.765750670242,Medium,38.921052631578945,93086.82,42552.200000000004,130.0,103.45833333333333,73.39583333333333,104.90625
M,299.7,310.6,1572,38.0,139,0,No Failure,2024-03-18 00:45:00,2024,3,18,Monday,10.900000000000034,6255.864611260054,Medium,41.36842105263158,93086.82,43173.4,132.75,106.0,75.9375,105.19791666666667
L,299.7,310.6,1616,35.1,142,0,No Failure,2024-03-18 01:00:00,2024,3,18,Monday,10.900000000000034,5940.180965147454,Medium,46.039886039886035,93086.82,44105.200000000004,135.25,108.5,78.47916666666667,105.48958333333333
L,299.7,310.6,1737,26.1,144,0,No Failure,2024-03-18 01:15:00,2024,3,18,Monday,10.900000000000034,4747.790298257373,Medium,66.55172413793103,93086.82,44726.4,138.0,111.04166666666667,81.04166666666667,105.79166666666667
M,299.7,310.7,1498,37.8,146,0,No Failure,2024-03-18 01:30:00,2024,3,18,Monday,11.0,5930.001675603216,Medium,39.62962962962963,93116.79,45362.2,140.5,113.58333333333333,83.54166666666667,106.09375
L,299.6,310.6,1642,35.1,149,0,No Failure,2024-03-18 01:45:00,2024,3,18,Monday,11.0,6035.753183646113,Medium,46.780626780626775,93055.76000000001,46279.4,142.75,116.125,86.04166666666667,106.39583333333333
M,299.6,310.6,1633,34.2,151,0,No Failure,2024-03-18 02:00:00,2024,3,18,Monday,11.0,5848.755864611261,High,47.7485380116959,93055.76000000001,46900.600000000006,145.25,118.70833333333333,88.5625,106.70833333333333
L,299.8,310.8,1409,51.9,154,0,No Failure,2024-03-18 02:15:00,2024,3,18,Monday,11.0,7658.250251340482,High,27.148362235067438,93177.84000000001,47863.200000000004,147.5,121.25,91.08333333333333,107.02083333333333
M,299.8,310.8,1463,43.5,156,0,No Failure,2024-03-18 02:30:00,2024,3,18,Monday,11.0,6664.764158847185,High,33.632183908045974,93177.84000000001,48484.8,150.0,123.83333333333333,93.60416666666667,107.34375
L,299.8,310.8,1376,48.6,159,0,No Failure,2024-03-18 02:45:00,2024,3,18,Monday,11.0,7003.351206434317,High,28.31275720164609,93177.84000000001,49417.200000000004,152.5,126.41666666666667,96.125,107.65625
L,299.8,310.8,1553,32.2,161,0,No Failure,2024-03-18 03:00:00,2024,3,18,Monday,11.0,5236.951239946381,High,48.22981366459627,93177.84000000001,50038.8,155.0,129.04166666666666,98.64583333333333,107.97916666666667
M,299.8,310.8,1530,35.2,163,0,No Failure,2024-03-18 03:15:00,2024,3,18,Monday,11.0,5640.080428954424,High,43.465909090909086,93177.84000000001,50660.4,157.5,131.625,101.16666666666667,108.29166666666667
L,299.8,310.9,1545,40.7,166,0,No Failure,2024-03-18 03:30:00,2024,3,18,Monday,11.099999999999966,6585.277731233245,High,37.960687960687956,93207.81999999999,51609.399999999994,159.75,134.20833333333334,103.6875,108.60416666666667
H,299.8,310.9,1427,47.2,168,0,No Failure,2024-03-18 03:45:00,2024,3,18,Monday,11.099999999999966,7053.703083109921,High,30.233050847457626,93207.81999999999,52231.2,162.25,136.83333333333334,106.22916666666667,108.92708333333333
L,299.9,310.9,1292,51.1,173,0,No Failure,2024-03-18 04:00:00,2024,3,18,Monday,11.0,6914.083445040214,High,25.283757338551858,93238.90999999999,53785.7,164.5,139.45833333333334,108.75,109.25
L,299.8,310.9,2084,17.6,175,0,No Failure,2024-03-18 04:15:00,2024,3,18,Monday,11.099999999999966,3841.152815013405,High,118.4090909090909,93207.81999999999,54407.49999999999,167.5,142.16666666666666,111.3125,109.57291666666667
L,299.9,311.0,1747,27.6,177,0,No Failure,2024-03-18 04:30:00,2024,3,18,Monday,11.100000000000023,5049.555965147453,High,63.29710144927536,93268.9,55047.0,170.5,144.875,113.875,109.89583333333333
L,300.0,311.1,1425,47.8,179,0,No Failure,2024-03-18 04:45:00,2024,3,18,Monday,11.100000000000023,7133.357071045576,High,29.81171548117155,93330.0,55686.9,173.25,147.54166666666666,116.4375,110.21875
L,300.0,311.0,1637,33.6,181,0,No Failure,2024-03-18 05:00:00,2024,3,18,Monday,11.0,5760.221179624666,High,48.720238095238095,93300.0,56291.0,176.0,150.16666666666666,119.0,110.54166666666667
M,300.1,311.1,1616,35.2,183,0,No Failure,2024-03-18 05:15:00,2024,3,18,Monday,11.0,5957.104557640751,High,45.90909090909091,93361.11000000002,56931.3,178.0,152.66666666666666,121.5625,110.86458333333333
L,300.1,311.1,1619,33.4,186,0,No Failure,2024-03-18 05:30:00,2024,3,18,Monday,11.0,5662.973357908847,High,48.47305389221557,93361.11000000002,57864.600000000006,180.0,155.125,124.125,111.1875
L,300.1,311.2,1489,39.1,188,0,No Failure,2024-03-18 05:45:00,2024,3,18,Monday,11.099999999999966,6097.0907339142095,High,38.08184143222506,93391.12000000001,58505.6,182.25,157.625,126.70833333333333,111.52083333333333
M,300.1,311.2,1452,42.4,190,0,No Failure,2024-03-18 06:00:00,2024,3,18,Monday,11.099999999999966,6447.386058981233,High,34.24528301886792,93391.12000000001,59128.0,184.5,160.08333333333334,129.22916666666666,111.82291666666667
M,300.1,311.3,1495,41.0,193,0,No Failure,2024-03-18 06:15:00,2024,3,18,Monday,11.199999999999989,6419.1311997319035,High,36.46341463414634,93421.13,60080.9,186.75,162.54166666666666,131.72916666666666,112.125
M,300.2,311.4,1427,39.7,196,0,No Failure,2024-03-18 06:30:00,2024,3,18,Monday,11.199999999999989,5932.881618632708,High,35.94458438287153,93482.27999999998,61034.399999999994,189.25,165.0,134.22916666666666,112.40625
L,300.1,311.4,1572,36.2,199,0,No Failure,2024-03-18 06:45:00,2024,3,18,Monday,11.299999999999955,5959.534182305631,High,43.42541436464088,93451.14,61968.6,191.75,167.45833333333334,136.72916666666666,112.69791666666667
L,300.1,311.3,1547,40.0,201,0,No Failure,2024-03-18 07:00:00,2024,3,18,Monday,11.199999999999989,6480.3954423592495,Very High,38.675,93421.13,62571.3,194.5,169.95833333333334,139.22916666666666,112.96875
M,300.1,311.4,1342,48.5,203,0,No Failure,2024-03-18 07:15:00,2024,3,18,Monday,11.299999999999955,6816.249162198392,Very High,27.670103092783506,93451.14,63214.2,197.25,172.41666666666666,141.72916666666666,113.23958333333333
L,300.0,311.2,1351,44.1,206,0,No Failure,2024-03-18 07:30:00,2024,3,18,Monday,11.199999999999989,6239.433227211796,Very High,30.634920634920633,93360.0,64107.2,199.75,174.875,144.22916666666666,113.5
L,300.0,311.3,1407,47.3,208,0,No Failure,2024-03-18 07:45:00,2024,3,18,Monday,11.300000000000011,6969.577329088471,Very High,29.746300211416493,93390.0,64750.4,202.25,177.375,146.75,113.77083333333333
M,300.1,311.4,1575,29.8,210,0,No Failure,2024-03-18 08:00:00,2024,3,18,Monday,11.299999999999955,4915.27731233244,Very High,52.85234899328859,93451.14,65393.99999999999,204.5,179.83333333333334,149.27083333333334,114.03125
M,300.0,311.4,1791,24.1,213,0,No Failure,2024-03-18 08:15:00,2024,3,18,Monday,11.399999999999977,4520.264326407508,Very High,74.31535269709543,93420.0,66328.2,206.75,182.29166666666666,151.77083333333334,114.28125
M,300.0,311.4,1692,29.0,216,1,Tool Wear Failure,2024-03-18 08:30:00,2024,3,18,Monday,11.399999999999977,5138.656166219839,Very High,58.3448275862069,93420.0,67262.4,209.25,184.75,154.29166666666666,114.54166666666667
L,300.0,311.4,1634,31.9,0,0,No Failure,2024-03-18 08:45:00,2024,3,18,Monday,11.399999999999977,5458.759215817694,Very Low,51.22257053291536,93420.0,0.0,211.75,187.25,156.83333333333334,114.80208333333333
M,300.0,311.4,1864,23.3,2,0,No Failure,2024-03-18 09:00:00,2024,3,18,Monday,11.399999999999977,4548.341152815014,Very Low,80.0,93420.0,622.8,159.75,180.625,154.83333333333334,112.76041666666667
L,300.0,311.4,1590,33.6,5,0,No Failure,2024-03-18 09:15:00,2024,3,18,Monday,11.399999999999977,5594.839142091153,Very Low,47.32142857142857,93420.0,1557.0,107.75,174.0,152.8125,110.71875
M,300.0,311.4,1384,46.1,7,0,No Failure,2024-03-18 09:30:00,2024,3,18,Monday,11.399999999999977,6681.719168900804,Very Low,30.02169197396963,93420.0,2179.7999999999997,55.75,167.41666666666666,150.8125,108.67708333333333
M,300.0,311.4,1352,61.8,10,0,No Failure,2024-03-18 09:45:00,2024,3,18,Monday,11.399999999999977,8750.167560321715,Very Low,21.877022653721685,93420.0,3114.0,3.5,160.79166666666666,148.8125,106.625
L,300.1,311.4,1484,43.1,13,0,No Failure,2024-03-18 10:00:00,2024,3,18,Monday,11.299999999999955,6698.265750670242,Very Low,34.43155452436195,93451.14,4048.2,6.0,154.20833333333334,146.83333333333334,104.58333333333333
M,300.1,311.4,1913,21.9,15,0,No Failure,2024-03-18 10:15:00,2024,3,18,Monday,11.299999999999955,4387.430881367292,Very Low,87.35159817351598,93451.14,4671.0,8.75,147.54166666666666,144.85416666666666,102.55208333333333
L,300.0,311.4,1508,38.2,18,0,No Failure,2024-03-18 10:30:00,2024,3,18,Monday,11.399999999999977,6032.758042895443,Very Low,39.47643979057592,93420.0,5605.2,11.25,140.875,142.875,100.48958333333333
L,299.9,311.3,1504,40.7,20,0,No Failure,2024-03-18 10:45:00,2024,3,18,Monday,11.400000000000034,6410.522788203753,Very Low,36.95331695331695,93358.87,6226.0,14.0,134.25,140.89583333333334,98.4375
L,300.0,311.4,1487,41.2,22,0,No Failure,2024-03-18 11:00:00,2024,3,18,Monday,11.399999999999977,6415.926608579089,Very Low,36.092233009708735,93420.0,6850.799999999999,16.5,127.625,138.89583333333334,98.64583333333333
L,299.8,311.3,1727,30.0,24,0,No Failure,2024-03-18 11:15:00,2024,3,18,Monday,11.5,5425.812667560322,Very Low,57.56666666666667,93327.74,7471.200000000001,18.75,121.0,136.83333333333334,98.85416666666667
L,299.9,311.3,1647,27.5,26,0,No Failure,2024-03-18 11:30:00,2024,3,18,Monday,11.400000000000034,4743.266169571046,Very Low,59.89090909090909,93358.87,8093.8,21.0,114.375,134.75,99.0625
L,300.0,311.3,1493,41.4,28,0,No Failure,2024-03-18 11:45:00,2024,3,18,Monday,11.300000000000011,6473.085623324397,Very Low,36.06280193236715,93390.0,8716.4,23.0,107.70833333333333,132.66666666666666,99.27083333333333
L,300.0,311.4,1655,29.6,30,0,No Failure,2024-03-18 12:00:00,2024,3,18,Monday,11.399999999999977,5130.278150134049,Very Low,55.91216216216216,93420.0,9342.0,25.0,101.04166666666667,130.5625,99.46875
M,299.9,311.4,1337,54.8,32,0,No Failure,2024-03-18 12:15:00,2024,3,18,Monday,11.5,7672.964142091152,Very Low,24.397810218978105,93388.85999999999,9964.8,27.0,94.375,128.45833333333334,99.66666666666667
L,300.0,311.5,1601,36.9,35,0,No Failure,2024-03-18 12:30:00,2024,3,18,Monday,11.5,6186.840231233244,Very Low,43.387533875338754,93450.0,10902.5,29.0,87.66666666666667,126.33333333333333,99.86458333333333
H,300.1,311.6,1589,37.9,37,0,No Failure,2024-03-18 12:45:00,2024,3,18,Monday,11.5,6306.876256702412,Very Low,41.926121372031666,93511.16000000002,11529.2,31.25,80.95833333333333,124.20833333333333,100.07291666666667
L,300.2,311.7,1286,55.1,42,0,No Failure,2024-03-18 13:00:00,2024,3,18,Monday,11.5,7420.681132707776,Very Low,23.33938294010889,93572.34,13091.4,33.5,74.20833333333333,122.08333333333333,100.28125
L,300.2,311.7,1553,41.3,44,0,No Failure,2024-03-18 13:15:00,2024,3,18,Monday,11.5,6716.959199061662,Very Low,37.60290556900727,93572.34,13714.8,36.5,67.58333333333333,120.0,100.52083333333333
L,300.2,311.8,1379,51.0,46,0,No Failure,2024-03-18 13:30:00,2024,3,18,Monday,11.600000000000023,7365.218666219839,Very Low,27.03921568627451,93602.36,14342.800000000001,39.5,60.958333333333336,117.91666666666667,100.72916666666667
M,300.3,311.9,1677,30.8,48,0,No Failure,2024-03-18 13:45:00,2024,3,18,Monday,11.599999999999966,5409.224195710455,Very Low,54.44805194805195,93663.56999999999,14971.199999999999,42.25,54.291666666666664,115.83333333333333,100.9375
L,300.3,311.8,1488,38.4,51,0,No Failure,2024-03-18 14:00:00,2024,3,18,Monday,11.5,5983.914209115282,Low,38.75,93633.54000000001,15901.800000000001,45.0,47.625,113.72916666666667,101.14583333333333
L,300.3,311.8,1418,45.9,53,0,No Failure,2024-03-18 14:15:00,2024,3,18,Monday,11.5,6816.165382037533,Low,30.893246187363836,93633.54000000001,16525.4,47.25,41.0,111.64583333333333,101.36458333333333
L,300.3,311.8,1451,41.0,55,0,No Failure,2024-03-18 14:30:00,2024,3,18,Monday,11.5,6230.206936997319,Low,35.390243902439025,93633.54000000001,17149.0,49.5,34.333333333333336,109.54166666666667,101.57291666666667
L,300.3,311.8,1508,43.1,57,0,No Failure,2024-03-18 14:45:00,2024,3,18,Monday,11.5,6806.5934986595175,Low,34.988399071925755,93633.54000000001,17772.600000000002,51.75,27.625,107.4375,101.78125
